16,CenG1A
16,pip
16,CG32719
16,CG3655
16,CG30089
16,Inx3
16,wdp
16,Tsp74F
16,Sk1
16,sn
16,foi
16,snsl
16,CG5835
16,CrebA
16,Shrm
16,CG42238
16,CG14073
16,Gyc88E
16,CG6231
16,loco
16,shd
16,osp
16,CG43658
16,nrv3
16,Pde9
16,CG3036
16,CG43759
16,pxb
16,Sema5c
16,CG13252
16,CG4607
16,lncRNA:CR46006
17,Dh44-R2
17,sNPF-R
17,Poxm
17,CAH5
17,CG33494
17,CG9701
17,tbc
17,CG33143
17,Spn43Ad
17,Trim9
17,CG2736
17,CG8046
17,jp
17,htl
17,CG32032
17,wb
17,Esyt2
17,capu
17,SP1173
17,stumps
17,ham
17,Ssk
17,Tsp42Ei
17,CG17760
17,Cyp4d8
17,CAH9
17,Phk-3
17,Itgbn
17,Tsp42Eg
17,CG11155
17,CG43795
17,subdued
17,nec
17,kon
17,Sh
17,Fas1
17,CG7497
17,Blimp-1
17,CG42342
17,abd-A
17,Tig
17,Tsp42Ed
17,Ziz
17,5-HT2A
17,luna
17,CG17919
17,Ndae1
17,CG13314
17,Mmp1
17,Jheh3
17,CG6006
17,CG3655
17,ringer
17,CG1136
17,NimB2
17,Mmp2
17,Spn77Ba
17,Pvf3
17,Cralbp
17,Ddc
17,Fas3
17,fog
17,Inx3
17,dysc
17,CG4822
17,ATP8B
17,CG4269
17,Argk
17,ATP8A
17,PGRP-LC
17,CG12065
17,CG16700
17,CG5397
17,CG15673
17,hop
17,Ance
17,CG1572
17,CG13893
17,NijA
17,CG30460
17,beat-IIIc
17,CG15347
17,CG42346
17,Nrg
17,vir-1
17,Cip4
17,asRNA:CR45600
17,CG4393
17,mfas
17,lncRNA:CR42874
17,CG17278
17,CG44325
17,CG6891
17,CG6357
17,CG8925
17,Zasp52
17,Spn43Ab
17,AnxB9
17,RhoGAP18B
17,cher
